"Cod";"Municipio";"Total";"Algodao";"Arroz";"Feijao";"Mandioca";"Milho";"Soja";"Trigo"
"2407609";"Messias Targino (RN)";"..";"-";"-";"27";"-";"6";"-";"-"
"2407708";"Montanhas (RN)";"..";"-";"-";"60";"85";"20";"-";"-"
"2407807";"Monte Alegre (RN)";"..";"-";"-";"80";"700";"35";"-";"-"
"2407906";"Monte das Gameleiras (RN)";"..";"-";"-";"18";"24";"24";"-";"-"
"2408003";"Mossoró (RN)";"..";"-";"-";"52";"-";"-";"-";"-"
"2408102";"Natal (RN)";"..";"...";"...";"...";"...";"...";"...";"..."
"2408201";"Nísia Floresta (RN)";"..";"-";"-";"40";"95";"20";"-";"-"
"2408300";"Nova Cruz (RN)";"..";"-";"-";"10";"200";"18";"-";"-"
"2408409";"Olho d'Água do Borges (RN)";"..";"-";"-";"14";"-";"22";"-";"-"
"2408508";"Ouro Branco (RN)";"..";"-";"-";"1";"-";"-";"-";"-"
"2408607";"Paraná (RN)";"..";"-";"-";"6";"-";"11";"-";"-"
"2408706";"Paraú (RN)";"..";"-";"-";"25";"-";"6";"-";"-"
"2408805";"Parazinho (RN)";"..";"-";"-";"15";"180";"16";"-";"-"
"2408904";"Parelhas (RN)";"..";"-";"-";"5";"-";"9";"-";"-"
"2408953";"Rio do Fogo (RN)";"..";"-";"-";"13";"300";"126";"-";"-"
"2409100";"Passa e Fica (RN)";"..";"-";"-";"19";"2400";"10";"-";"-"
"2409209";"Passagem (RN)";"..";"-";"-";"20";"150";"12";"-";"-"
"2409308";"Patu (RN)";"..";"-";"-";"21";"-";"8";"-";"-"
"2409332";"Santa Maria (RN)";"..";"-";"-";"7";"24";"7";"-";"-"
"2409407";"Pau dos Ferros (RN)";"..";"-";"-";"8";"-";"24";"-";"-"
"2409506";"Pedra Grande (RN)";"..";"-";"-";"4";"-";"-";"-";"-"
"2409605";"Pedra Preta (RN)";"..";"-";"-";"41";"1000";"32";"-";"-"
"2409704";"Pedro Avelino (RN)";"..";"-";"-";"15";"-";"1";"-";"-"
"2409803";"Pedro Velho (RN)";"..";"-";"-";"50";"45";"11";"-";"-"
"2409902";"Pendências (RN)";"..";"-";"-";"53";"-";"35";"-";"-"
"2410009";"Pilões (RN)";"..";"-";"-";"2";"-";"237";"-";"-"
"2410108";"Poço Branco (RN)";"..";"-";"-";"-";"4800";"72";"-";"-"
"2410207";"Portalegre (RN)";"..";"-";"-";"14";"270";"10";"-";"-"
"2410256";"Porto do Mangue (RN)";"..";"-";"-";"146";"-";"82";"-";"-"
"2410306";"Serra Caiada (RN)";"..";"-";"-";"18";"1800";"10";"-";"-"
"2410405";"Pureza (RN)";"..";"-";"-";"123";"18000";"80";"-";"-"
"2410504";"Rafael Fernandes (RN)";"..";"-";"-";"24";"-";"13";"-";"-"
"2410603";"Rafael Godeiro (RN)";"..";"-";"-";"6";"-";"5";"-";"-"
"2410702";"Riacho da Cruz (RN)";"..";"-";"-";"18";"-";"1";"-";"-"
"2410801";"Riacho de Santana (RN)";"..";"-";"-";"14";"-";"8";"-";"-"
"2410900";"Riachuelo (RN)";"..";"-";"-";"7";"12";"6";"-";"-"
"2411007";"Rodolfo Fernandes (RN)";"..";"-";"33";"187";"-";"5";"-";"-"
"2411056";"Tibau (RN)";"..";"-";"-";"20";"-";"6";"-";"-"
"2411106";"Ruy Barbosa (RN)";"..";"-";"-";"4";"-";"5";"-";"-"
"2411205";"Santa Cruz (RN)";"..";"-";"-";"8";"7";"2";"-";"-"
"2411403";"Santana do Matos (RN)";"..";"-";"-";"420";"4000";"250";"-";"-"
"2411429";"Santana do Seridó (RN)";"..";"-";"-";"1";"-";"-";"-";"-"
"2411502";"Santo Antônio (RN)";"..";"-";"-";"90";"500";"21";"-";"-"
"2411601";"São Bento do Norte (RN)";"..";"-";"-";"144";"-";"163";"-";"-"
"2411700";"São Bento do Trairí (RN)";"..";"-";"-";"8";"8";"5";"-";"-"
"2411809";"São Fernando (RN)";"..";"-";"-";"20";"-";"2";"-";"-"
"2411908";"São Francisco do Oeste (RN)";"..";"-";"-";"48";"-";"67";"-";"-"
"2412005";"São Gonçalo do Amarante (RN)";"..";"-";"-";"250";"3600";"200";"-";"-"
"2412104";"São João do Sabugi (RN)";"..";"-";"20";"18";"-";"9";"-";"-"
"2412203";"São José de Mipibu (RN)";"..";"-";"-";"-";"95";"24";"-";"-"
"2412302";"São José do Campestre (RN)";"..";"-";"-";"10";"8";"4";"-";"-"
"2412401";"São José do Seridó (RN)";"..";"-";"-";"6";"-";"1";"-";"-"
"2412500";"São Miguel (RN)";"..";"-";"-";"80";"150";"60";"-";"-"
"2412559";"São Miguel do Gostoso (RN)";"..";"-";"-";"1";"1800";"-";"-";"-"
"2412609";"São Paulo do Potengi (RN)";"..";"-";"-";"13";"160";"7";"-";"-"
"2412708";"São Pedro (RN)";"..";"-";"-";"7";"2400";"6";"-";"-"
"2412807";"São Rafael (RN)";"..";"-";"-";"50";"-";"17";"-";"-"
"2412906";"São Tomé (RN)";"..";"-";"-";"4";"-";"3";"-";"-"
"2413003";"São Vicente (RN)";"..";"-";"-";"12";"1400";"8";"-";"-"
"2413102";"Senador Elói de Souza (RN)";"..";"-";"-";"11";"1680";"8";"-";"-"
"2413201";"Senador Georgino Avelino (RN)";"..";"-";"-";"50";"70";"10";"-";"-"
"2413300";"Serra de São Bento (RN)";"..";"-";"-";"11";"8";"11";"-";"-"
"2413359";"Serra do Mel (RN)";"..";"-";"-";"1794";"-";"8";"-";"-"
"2413409";"Serra Negra do Norte (RN)";"..";"-";"6";"10";"-";"3";"-";"-"
"2413508";"Serrinha (RN)";"..";"-";"-";"10";"80";"10";"-";"-"
"2413557";"Serrinha dos Pintos (RN)";"..";"-";"-";"21";"-";"18";"-";"-"
"2413607";"Severiano Melo (RN)";"..";"-";"-";"369";"-";"20";"-";"-"
"2413706";"Sítio Novo (RN)";"..";"-";"-";"3";"7";"5";"-";"-"
"2413805";"Taboleiro Grande (RN)";"..";"-";"3";"7";"-";"9";"-";"-"
"2413904";"Taipu (RN)";"..";"-";"-";"20";"2640";"75";"-";"-"
"2414001";"Tangará (RN)";"..";"-";"-";"6";"30";"9";"-";"-"
"2414100";"Tenente Ananias (RN)";"..";"-";"3";"8";"4";"2";"-";"-"
"2414159";"Tenente Laurentino Cruz (RN)";"..";"-";"-";"60";"6300";"36";"-";"-"
"2414209";"Tibau do Sul (RN)";"..";"-";"-";"30";"50";"10";"-";"-"
"2414308";"Timbaúba dos Batistas (RN)";"..";"-";"39";"6";"-";"2";"-";"-"
"2414407";"Touros (RN)";"..";"1125";"-";"72";"23400";"200";"-";"-"
"2414456";"Triunfo Potiguar (RN)";"..";"-";"-";"68";"250";"9";"-";"-"
"2414506";"Umarizal (RN)";"..";"-";"-";"80";"-";"75";"-";"-"
"2414605";"Upanema (RN)";"..";"-";"-";"283";"-";"32";"-";"-"
"2414704";"Várzea (RN)";"..";"-";"-";"25";"50";"9";"-";"-"
"2414753";"Venha-Ver (RN)";"..";"-";"-";"42";"56";"40";"-";"-"
"2414803";"Vera Cruz (RN)";"..";"-";"-";"30";"22000";"30";"-";"-"
"2414902";"Viçosa (RN)";"..";"-";"-";"43";"-";"19";"-";"-"
"2415008";"Vila Flor (RN)";"..";"-";"-";"4";"-";"3";"-";"-"
"2500106";"Água Branca (PB)";"..";"-";"1";"150";"90";"324";"-";"-"
"2500205";"Aguiar (PB)";"..";"-";"10";"16";"-";"40";"-";"-"
"2500304";"Alagoa Grande (PB)";"..";"-";"-";"600";"1440";"720";"-";"-"
"2500403";"Alagoa Nova (PB)";"..";"-";"-";"360";"2450";"200";"-";"-"
"2500502";"Alagoinha (PB)";"..";"-";"-";"132";"1440";"232";"-";"-"
"2500536";"Alcantil (PB)";"..";"-";"-";"2";"-";"2";"-";"-"
"2500577";"Algodão de Jandaíra (PB)";"..";"-";"-";"45";"-";"40";"-";"-"
"2500601";"Alhandra (PB)";"..";"-";"-";"-";"10000";"-";"-";"-"
"2500700";"São João do Rio do Peixe (PB)";"..";"10";"-";"79";"-";"51";"-";"-"
"2500734";"Amparo (PB)";"..";"-";"-";"33";"-";"36";"-";"-"
"2500775";"Aparecida (PB)";"..";"40";"-";"30";"15";"84";"-";"-"
"2500809";"Araçagi (PB)";"..";"-";"-";"690";"7300";"656";"-";"-"
"2500908";"Arara (PB)";"..";"-";"-";"547";"144";"720";"-";"-"
"2501005";"Araruna (PB)";"..";"-";"-";"1305";"2800";"960";"-";"-"
"2501104";"Areia (PB)";"..";"-";"-";"550";"2400";"276";"-";"-"
"2501153";"Areia de Baraúnas (PB)";"..";"-";"-";"7";"18";"8";"-";"-"
"2501203";"Areial (PB)";"..";"-";"-";"430";"150";"390";"-";"-"
"2501302";"Aroeiras (PB)";"..";"-";"-";"332";"240";"208";"-";"-"
"2501351";"Assunção (PB)";"..";"...";"...";"...";"...";"...";"...";"..."
"2501401";"Baía da Traição (PB)";"..";"-";"-";"2";"800";"2";"-";"-"
"2501500";"Bananeiras (PB)";"..";"-";"5";"248";"4100";"180";"-";"-"
"2501534";"Baraúna (PB)";"..";"3";"-";"10";"-";"40";"-";"-"
"2501575";"Barra de Santana (PB)";"..";"-";"-";"10";"-";"15";"-";"-"
"2501609";"Barra de Santa Rosa (PB)";"..";"-";"-";"180";"-";"200";"-";"-"
"2501708";"Barra de São Miguel (PB)";"..";"-";"-";"6";"-";"8";"-";"-"
"2501807";"Bayeux (PB)";"..";"-";"-";"-";"20";"-";"-";"-"
"2501906";"Belém (PB)";"..";"-";"2";"114";"2100";"190";"-";"-"
"2502003";"Belém do Brejo do Cruz (PB)";"..";"-";"-";"7";"-";"29";"-";"-"
"2502052";"Bernardino Batista (PB)";"..";"-";"-";"22";"-";"5";"-";"-"
"2502102";"Boa Ventura (PB)";"..";"-";"10";"15";"-";"34";"-";"-"
"2502151";"Boa Vista (PB)";"..";"-";"-";"5";"-";"-";"-";"-"
"2502201";"Bom Jesus (PB)";"..";"-";"-";"13";"-";"9";"-";"-"
"2502300";"Bom Sucesso (PB)";"..";"-";"-";"99";"-";"168";"-";"-"
"2502409";"Bonito de Santa Fé (PB)";"..";"-";"6";"48";"-";"175";"-";"-"
"2502508";"Boqueirão (PB)";"..";"-";"-";"2";"-";"1";"-";"-"
"2502607";"Igaracy (PB)";"..";"-";"6";"16";"-";"75";"-";"-"
"2502706";"Borborema (PB)";"..";"-";"5";"86";"2200";"160";"-";"-"
"2502805";"Brejo do Cruz (PB)";"..";"-";"-";"16";"-";"17";"-";"-"
"2502904";"Brejo dos Santos (PB)";"..";"-";"-";"11";"-";"8";"-";"-"
"2503001";"Caaporã (PB)";"..";"-";"-";"2";"2500";"-";"-";"-"
"2503100";"Cabaceiras (PB)";"..";"-";"-";"1";"-";"1";"-";"-"
"2503209";"Cabedelo (PB)";"..";"...";"...";"...";"...";"...";"...";"..."
"2503308";"Cachoeira dos Índios (PB)";"..";"-";"-";"42";"-";"72";"-";"-"
"2503407";"Cacimba de Areia (PB)";"..";"-";"-";"24";"-";"30";"-";"-"
"2503506";"Cacimba de Dentro (PB)";"..";"-";"-";"230";"780";"320";"-";"-"
"2503555";"Cacimbas (PB)";"..";"-";"-";"42";"81";"98";"-";"-"
"2503605";"Caiçara (PB)";"..";"-";"-";"96";"500";"60";"-";"-"
"2503704";"Cajazeiras (PB)";"..";"-";"-";"50";"-";"88";"-";"-"
"2503753";"Cajazeirinhas (PB)";"..";"-";"-";"11";"-";"8";"-";"-"
"2503803";"Caldas Brandão (PB)";"..";"-";"-";"60";"1250";"120";"-";"-"
"2503902";"Camalaú (PB)";"..";"...";"...";"...";"...";"...";"...";"..."
"2504009";"Campina Grande (PB)";"..";"3";"-";"230";"1610";"336";"-";"-"
"2504033";"Capim (PB)";"..";"-";"-";"6";"765";"3";"-";"-"
"2504074";"Caraúbas (PB)";"..";"-";"-";"-";"7";"-";"-";"-"
"2504108";"Carrapateira (PB)";"..";"-";"1";"11";"-";"10";"-";"-"
"2504157";"Casserengue (PB)";"..";"-";"-";"853";"-";"65";"-";"-"
"2504207";"Catingueira (PB)";"..";"-";"2";"21";"-";"30";"-";"-"
"2504306";"Catolé do Rocha (PB)";"..";"-";"-";"45";"-";"32";"-";"-"
"2504355";"Caturité (PB)";"..";"-";"-";"-";"-";"10";"-";"-"
"2504405";"Conceição (PB)";"..";"-";"4";"72";"50";"216";"-";"-"
"2504504";"Condado (PB)";"..";"-";"-";"41";"-";"36";"-";"-"
"2504603";"Conde (PB)";"..";"-";"-";"12";"4200";"-";"-";"-"
"2504702";"Congo (PB)";"..";"-";"-";"-";"20";"-";"-";"-"
"2504801";"Coremas (PB)";"..";"-";"-";"20";"-";"120";"-";"-"
"2504850";"Coxixola (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2504900";"Cruz do Espírito Santo (PB)";"..";"-";"-";"11";"1700";"10";"-";"-"
"2505006";"Cubati (PB)";"..";"-";"-";"30";"-";"9";"-";"-"
"2505105";"Cuité (PB)";"..";"-";"-";"112";"250";"165";"-";"-"
"2505204";"Cuitegi (PB)";"..";"-";"-";"54";"1050";"48";"-";"-"
"2505238";"Cuité de Mamanguape (PB)";"..";"-";"-";"84";"2000";"64";"-";"-"
"2505279";"Curral de Cima (PB)";"..";"-";"-";"9";"1000";"10";"-";"-"
"2505303";"Curral Velho (PB)";"..";"-";"6";"12";"-";"34";"-";"-"
"2505352";"Damião (PB)";"..";"-";"-";"80";"80";"240";"-";"-"
"2505402";"Desterro (PB)";"..";"-";"-";"102";"-";"284";"-";"-"
"2505501";"Vista Serrana (PB)";"..";"-";"-";"8";"-";"6";"-";"-"
"2505600";"Diamante (PB)";"..";"-";"25";"13";"-";"45";"-";"-"
"2505709";"Dona Inês (PB)";"..";"-";"-";"200";"2600";"320";"-";"-"
"2505808";"Duas Estradas (PB)";"..";"-";"-";"66";"1200";"105";"-";"-"
"2505907";"Emas (PB)";"..";"-";"-";"18";"8";"19";"-";"-"
"2506004";"Esperança (PB)";"..";"-";"-";"933";"280";"330";"-";"-"
"2506103";"Fagundes (PB)";"..";"-";"-";"210";"135";"400";"-";"-"
"2506202";"Frei Martinho (PB)";"..";"-";"-";"4";"-";"2";"-";"-"
"2506251";"Gado Bravo (PB)";"..";"-";"-";"100";"-";"400";"-";"-"
"2506301";"Guarabira (PB)";"..";"-";"-";"68";"1200";"100";"-";"-"
"2506400";"Gurinhém (PB)";"..";"19";"-";"330";"915";"840";"-";"-"
"2506509";"Gurjão (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2506608";"Ibiara (PB)";"..";"-";"18";"48";"-";"218";"-";"-"
"2506707";"Imaculada (PB)";"..";"-";"-";"135";"90";"360";"-";"-"
"2506806";"Ingá (PB)";"..";"30";"-";"260";"300";"500";"-";"-"
"2506905";"Itabaiana (PB)";"..";"1";"-";"170";"1120";"480";"-";"-"
"2507002";"Itaporanga (PB)";"..";"4";"50";"20";"-";"64";"-";"-"
"2507101";"Itapororoca (PB)";"..";"-";"-";"120";"3500";"120";"-";"-"
"2507200";"Itatuba (PB)";"..";"26";"-";"118";"120";"500";"-";"-"
"2507309";"Jacaraú (PB)";"..";"-";"-";"78";"1000";"105";"-";"-"
"2507408";"Jericó (PB)";"..";"-";"-";"9";"-";"16";"-";"-"
"2507507";"João Pessoa (PB)";"..";"-";"-";"-";"120";"-";"-";"-"
"2507606";"Juarez Távora (PB)";"..";"42";"-";"105";"53";"840";"-";"-"
"2507705";"Juazeirinho (PB)";"..";"-";"-";"44";"-";"30";"-";"-"
"2507804";"Junco do Seridó (PB)";"..";"-";"-";"-";"150";"-";"-";"-"
"2507903";"Juripiranga (PB)";"..";"-";"-";"10";"170";"100";"-";"-"
"2508000";"Juru (PB)";"..";"-";"16";"110";"450";"390";"-";"-"
"2508109";"Lagoa (PB)";"..";"-";"-";"13";"-";"12";"-";"-"
"2508208";"Lagoa de Dentro (PB)";"..";"-";"-";"100";"800";"60";"-";"-"
"2508307";"Lagoa Seca (PB)";"..";"-";"-";"220";"2500";"33";"-";"-"
"2508406";"Lastro (PB)";"..";"-";"-";"13";"-";"29";"-";"-"
"2508505";"Livramento (PB)";"..";"-";"-";"88";"-";"107";"-";"-"
"2508554";"Logradouro (PB)";"..";"-";"-";"45";"400";"105";"-";"-"
"2508604";"Lucena (PB)";"..";"-";"-";"4";"280";"-";"-";"-"
"2508703";"Mãe d'Água (PB)";"..";"1";"-";"17";"45";"23";"-";"-"
"2508802";"Malta (PB)";"..";"-";"-";"8";"-";"7";"-";"-"
"2508901";"Mamanguape (PB)";"..";"-";"-";"5";"2100";"5";"-";"-"
"2509008";"Manaíra (PB)";"..";"-";"-";"143";"-";"110";"-";"-"
"2509057";"Marcação (PB)";"..";"-";"-";"2";"2000";"5";"-";"-"
"2509107";"Mari (PB)";"..";"-";"-";"9";"13000";"10";"-";"-"
"2509156";"Marizópolis (PB)";"..";"-";"1";"24";"-";"13";"-";"-"
"2509206";"Massaranduba (PB)";"..";"-";"-";"240";"445";"525";"-";"-"
"2509305";"Mataraca (PB)";"..";"-";"-";"8";"550";"-";"-";"-"
"2509339";"Matinhas (PB)";"..";"-";"-";"285";"900";"160";"-";"-"
"2509370";"Mato Grosso (PB)";"..";"-";"-";"16";"-";"31";"-";"-"
"2509396";"Maturéia (PB)";"..";"-";"-";"99";"90";"203";"-";"-"
"2509404";"Mogeiro (PB)";"..";"-";"-";"215";"3810";"405";"-";"-"
"2509503";"Montadas (PB)";"..";"-";"-";"392";"415";"360";"-";"-"
"2509602";"Monte Horebe (PB)";"..";"-";"-";"58";"-";"140";"-";"-"
"2509701";"Monteiro (PB)";"..";"-";"-";"206";"8";"270";"-";"-"
"2509800";"Mulungu (PB)";"..";"-";"-";"198";"1530";"350";"-";"-"
"2509909";"Natuba (PB)";"..";"-";"-";"116";"-";"110";"-";"-"
"2510006";"Nazarezinho (PB)";"..";"-";"8";"15";"2";"5";"-";"-"
"2510105";"Nova Floresta (PB)";"..";"-";"-";"24";"200";"27";"-";"-"
"2510204";"Nova Olinda (PB)";"..";"-";"20";"12";"-";"32";"-";"-"
"2510303";"Nova Palmeira (PB)";"..";"-";"-";"28";"-";"55";"-";"-"
"2510402";"Olho d'Água (PB)";"..";"12";"22";"40";"-";"36";"-";"-"
"2510501";"Olivedos (PB)";"..";"...";"...";"...";"...";"...";"...";"..."
"2510600";"Ouro Velho (PB)";"..";"-";"-";"18";"4";"36";"-";"-"
"2510659";"Parari (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2510709";"Passagem (PB)";"..";"-";"-";"6";"-";"7";"-";"-"
"2510808";"Patos (PB)";"..";"-";"-";"31";"9";"68";"-";"-"
"2510907";"Paulista (PB)";"..";"-";"1";"33";"-";"38";"-";"-"
"2511004";"Pedra Branca (PB)";"..";"-";"115";"18";"-";"66";"-";"-"
"2511103";"Pedra Lavrada (PB)";"..";"-";"-";"37";"120";"80";"-";"-"
"2511202";"Pedras de Fogo (PB)";"..";"-";"-";"87";"5350";"30";"-";"-"
"2511301";"Piancó (PB)";"..";"-";"2";"29";"-";"88";"-";"-"
"2511400";"Picuí (PB)";"..";"-";"-";"270";"-";"240";"-";"-"
"2511509";"Pilar (PB)";"..";"-";"-";"85";"1096";"65";"-";"-"
"2511608";"Pilões (PB)";"..";"-";"-";"270";"1000";"120";"-";"-"
"2511707";"Pilõezinhos (PB)";"..";"-";"-";"90";"1800";"140";"-";"-"
"2511806";"Pirpirituba (PB)";"..";"-";"-";"72";"800";"140";"-";"-"
"2511905";"Pitimbu (PB)";"..";"-";"-";"-";"7000";"-";"-";"-"
"2512002";"Pocinhos (PB)";"..";"-";"-";"57";"120";"95";"-";"-"
"2512036";"Poço Dantas (PB)";"..";"-";"-";"96";"-";"96";"-";"-"
"2512077";"Poço de José de Moura (PB)";"..";"-";"-";"9";"-";"10";"-";"-"
"2512101";"Pombal (PB)";"..";"-";"-";"22";"-";"41";"-";"-"
"2512200";"Prata (PB)";"..";"-";"-";"28";"-";"40";"-";"-"
"2512309";"Princesa Isabel (PB)";"..";"-";"-";"182";"1836";"360";"-";"-"
"2512408";"Puxinanã (PB)";"..";"-";"-";"435";"5400";"150";"-";"-"
"2512507";"Queimadas (PB)";"..";"-";"-";"321";"100";"675";"-";"-"
"2512606";"Quixaba (PB)";"..";"3";"-";"15";"-";"9";"-";"-"
"2512705";"Remígio (PB)";"..";"4";"-";"528";"245";"96";"-";"-"
"2512721";"Pedro Régis (PB)";"..";"-";"-";"42";"450";"3";"-";"-"
"2512747";"Riachão (PB)";"..";"-";"-";"216";"100";"385";"-";"-"
"2512754";"Riachão do Bacamarte (PB)";"..";"-";"-";"62";"-";"75";"-";"-"
"2512762";"Riachão do Poço (PB)";"..";"-";"-";"24";"1500";"30";"-";"-"
"2512788";"Riacho de Santo Antônio (PB)";"..";"-";"-";"-";"-";"2";"-";"-"
"2512804";"Riacho dos Cavalos (PB)";"..";"-";"-";"20";"-";"34";"-";"-"
"2512903";"Rio Tinto (PB)";"..";"-";"-";"3";"1800";"-";"-";"-"
"2513000";"Salgadinho (PB)";"..";"-";"-";"-";"64";"-";"-";"-"
"2513109";"Salgado de São Félix (PB)";"..";"36";"-";"44";"420";"77";"-";"-"
"2513158";"Santa Cecília (PB)";"..";"-";"-";"13";"160";"3";"-";"-"
"2513208";"Santa Cruz (PB)";"..";"3";"-";"20";"-";"30";"-";"-"
"2513307";"Santa Helena (PB)";"..";"-";"-";"36";"-";"60";"-";"-"
"2513356";"Santa Inês (PB)";"..";"-";"2";"7";"-";"20";"-";"-"
"2513406";"Santa Luzia (PB)";"..";"-";"-";"1";"-";"1";"-";"-"
"2513505";"Santana de Mangueira (PB)";"..";"-";"3";"53";"-";"215";"-";"-"
"2513604";"Santana dos Garrotes (PB)";"..";"6";"60";"18";"-";"70";"-";"-"
"2513653";"Joca Claudino (PB)";"..";"-";"-";"8";"-";"5";"-";"-"
"2513703";"Santa Rita (PB)";"..";"-";"-";"-";"2700";"-";"-";"-"
"2513802";"Santa Teresinha (PB)";"..";"-";"-";"35";"-";"25";"-";"-"
"2513851";"Santo André (PB)";"..";"...";"...";"...";"...";"...";"...";"..."
"2513901";"São Bento (PB)";"..";"-";"3";"54";"-";"50";"-";"-"
"2513927";"São Bentinho (PB)";"..";"-";"-";"6";"-";"8";"-";"-"
"2513943";"São Domingos do Cariri (PB)";"..";"-";"-";"2";"-";"6";"-";"-"
"2513968";"São Domingos (PB)";"..";"-";"-";"24";"-";"11";"-";"-"
"2513984";"São Francisco (PB)";"..";"-";"-";"16";"-";"24";"-";"-"
"2514008";"São João do Cariri (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2514107";"São João do Tigre (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2514206";"São José da Lagoa Tapada (PB)";"..";"-";"-";"18";"-";"3";"-";"-"
"2514305";"São José de Caiana (PB)";"..";"-";"3";"13";"100";"43";"-";"-"
"2514404";"São José de Espinharas (PB)";"..";"3";"-";"40";"-";"120";"-";"-"
"2514453";"São José dos Ramos (PB)";"..";"-";"-";"90";"600";"488";"-";"-"
"2514503";"São José de Piranhas (PB)";"..";"-";"5";"73";"30";"108";"-";"-"
"2514552";"São José de Princesa (PB)";"..";"-";"-";"181";"63";"340";"-";"-"
"2514602";"São José do Bonfim (PB)";"..";"-";"-";"31";"-";"41";"-";"-"
"2514651";"São José do Brejo do Cruz (PB)";"..";"-";"-";"7";"-";"20";"-";"-"
"2514701";"São José do Sabugi (PB)";"..";"-";"-";"9";"-";"-";"-";"-"
"2514800";"São José dos Cordeiros (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2514909";"São Mamede (PB)";"..";"-";"-";"3";"-";"2";"-";"-"
"2515005";"São Miguel de Taipu (PB)";"..";"-";"-";"101";"1900";"30";"-";"-"
"2515104";"São Sebastião de Lagoa de Roça (PB)";"..";"-";"-";"162";"180";"-";"-";"-"
"2515203";"São Sebastião do Umbuzeiro (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2515302";"Sapé (PB)";"..";"-";"-";"9";"2800";"10";"-";"-"
"2515401";"São Vicente do Seridó (PB)";"..";"-";"-";"4";"-";"8";"-";"-"
"2515500";"Serra Branca (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2515609";"Serra da Raiz (PB)";"..";"-";"-";"114";"600";"120";"-";"-"
"2515708";"Serra Grande (PB)";"..";"-";"3";"10";"-";"30";"-";"-"
"2515807";"Serra Redonda (PB)";"..";"-";"-";"65";"1700";"120";"-";"-"
"2515906";"Serraria (PB)";"..";"-";"-";"150";"1350";"150";"-";"-"
"2515930";"Sertãozinho (PB)";"..";"-";"-";"44";"600";"48";"-";"-"
"2515971";"Sobrado (PB)";"..";"-";"-";"9";"3600";"5";"-";"-"
"2516003";"Solânea (PB)";"..";"-";"-";"225";"1100";"384";"-";"-"
"2516102";"Soledade (PB)";"..";"-";"-";"-";"-";"-";"-";"-"
"2516151";"Sossêgo (PB)";"..";"-";"-";"1";"-";"1";"-";"-"
"2516201";"Sousa (PB)";"..";"-";"180";"196";"-";"336";"-";"-"
"2516300";"Sumé (PB)";"..";"-";"-";"8";"40";"15";"-";"-"
"2516409";"Tacima (PB)";"..";"98";"-";"360";"200";"840";"-";"-"
"2516508";"Taperoá (PB)";"..";"-";"-";"3";"-";"3";"-";"-"
"2516607";"Tavares (PB)";"..";"-";"4";"376";"630";"297";"-";"-"
"2516706";"Teixeira (PB)";"..";"-";"-";"144";"180";"280";"-";"-"
"2516755";"Tenório (PB)";"..";"...";"...";"...";"...";"...";"...";"..."
"2516805";"Triunfo (PB)";"..";"-";"-";"51";"-";"32";"-";"-"
"2516904";"Uiraúna (PB)";"..";"-";"-";"34";"-";"101";"-";"-"
"2517001";"Umbuzeiro (PB)";"..";"-";"-";"117";"385";"100";"-";"-"
"2517100";"Várzea (PB)";"..";"-";"-";"5";"-";"1";"-";"-"
"2517209";"Vieirópolis (PB)";"..";"3";"-";"29";"-";"38";"-";"-"
"2517407";"Zabelê (PB)";"..";"-";"-";"1";"-";"4";"-";"-"
"2600054";"Abreu e Lima (PE)";"..";"-";"-";"-";"3200";"-";"-";"-"
"2600104";"Afogados da Ingazeira (PE)";"..";"-";"-";"219";"264";"270";"-";"-"
"2600203";"Afrânio (PE)";"..";"-";"-";"68";"-";"6";"-";"-"
"2600302";"Agrestina (PE)";"..";"-";"-";"7";"380";"3";"-";"-"
"2600401";"Água Preta (PE)";"..";"-";"-";"-";"65";"-";"-";"-"
"2600500";"Águas Belas (PE)";"..";"-";"-";"1998";"480";"135";"-";"-"
"2600609";"Alagoinha (PE)";"..";"-";"-";"40";"1000";"171";"-";"-"
"2600708";"Aliança (PE)";"..";"-";"-";"9";"136";"7";"-";"-"
"2600807";"Altinho (PE)";"..";"-";"-";"100";"360";"225";"-";"-"
"2600906";"Amaraji (PE)";"..";"-";"-";"-";"6588";"-";"-";"-"
"2601003";"Angelim (PE)";"..";"-";"-";"260";"1320";"180";"-";"-"
"2601052";"Araçoiaba (PE)";"..";"-";"-";"-";"120";"-";"-";"-"
"2601102";"Araripina (PE)";"..";"-";"-";"1080";"24060";"1500";"-";"-"
"2601201";"Arcoverde (PE)";"..";"-";"-";"44";"500";"90";"-";"-"
"2601300";"Barra de Guabiraba (PE)";"..";"-";"-";"-";"300";"-";"-";"-"
"2601409";"Barreiros (PE)";"..";"-";"-";"-";"480";"-";"-";"-"
"2601508";"Belém de Maria (PE)";"..";"-";"-";"-";"100";"-";"-";"-"
"2601607";"Belém do São Francisco (PE)";"..";"-";"150";"390";"-";"-";"-";"-"
"2601706";"Belo Jardim (PE)";"..";"-";"-";"228";"1225";"400";"-";"-"
